GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36
1600000US0665000,0665000,"San Bernardino city, California",54615,2403,48949,2307,81.0,2.5,48515,2711,8.1,1.5,13667,10458,22.5,2.4,15350,1092,10.4,1.7,9131,759,9.6,1.5,4682,633,12.0,1.6,22439,3655,41516,1640,50396,2479,12.5,2.1,28124,9096,39.2,3.3,33634,2449,18.6,3.0,76136,6920,18.8,2.8,48414,5167,6.3,1.7,109793,21331,4.6,1.3,76574,9845,215227,60,13463,705,58.1,3.1,14273,1027,14.2,2.0,11598,1982,0.8,0.5,9596,2693,4.8,1.3,19051,4727,0.2,0.2,3924,1816,18.5,2.1,11211,1551,3.4,0.9,13209,4403,64.3,2.7,10900,792,15.6,1.9,23809,2625,34.5,(X),(X),(X),34.8,(X),(X),(X),27.1,(X),(X),(X)
1600000US0665042,0665042,"San Buenaventura (Ventura) city, California",42233,2064,89891,8423,76.9,2.9,90987,10611,24.5,3.0,22605,5328,30.8,3.1,17850,1748,4.4,1.4,8462,2063,1.5,0.9,2458,1283,20.3,2.9,34872,4903,26850,1326,104270,12817,13.6,2.9,62004,15410,39.6,4.2,87055,11757,27.7,3.7,138903,32484,8.6,2.8,74745,8591,7.7,2.4,173433,77211,2.8,1.7,110950,38992,109478,33,35512,3448,85.8,2.4,37616,3940,1.7,1.0,33719,17900,1.0,0.7,20917,9424,2.8,1.3,30784,10602,0.2,0.2,N,N,3.3,1.4,25274,8089,5.2,1.7,12830,8429,33.6,4.0,19455,2566,58.8,3.5,46077,5152,27.1,(X),(X),(X),23.6,(X),(X),(X),20.1,(X),(X),(X)
1600000US0665084,0665084,"San Clemente city, California",24678,1334,135833,11667,76.4,4.6,131906,14070,35.7,5.2,45912,12241,32.9,4.5,19961,1943,2.8,1.4,8385,2707,1.0,0.9,3083,884,21.0,4.2,47102,8467,17209,1069,164097,15063,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,65342,66,52225,4298,78.5,6.0,56347,5276,0.5,0.6,N,N,0.2,0.2,N,N,4.7,1.9,56397,19236,3.0,3.2,N,N,6.3,4.1,26914,15866,6.8,2.5,16192,10666,15.6,4.9,27137,9113,70.4,6.4,59678,5593,32.3,(X),(X),(X),27.9,(X),(X),(X),24.1,(X),(X),(X)
1600000US0666000,0666000,"San Diego city, California",493446,5867,92389,2469,83.2,0.7,91760,2433,21.2,0.8,28665,4708,21.5,0.8,17151,415,4.9,0.5,8985,529,2.1,0.3,4685,613,15.3,0.6,28419,1605,298302,5511,104769,3244,12.1,0.9,55239,6214,34.5,1.5,89125,5903,32.5,1.2,140024,5065,10.4,1.0,80549,4841,6.8,0.7,141767,9546,3.7,0.4,103157,6849,1381083,79,34727,842,64.4,0.9,38928,1105,6.5,0.5,24638,2412,0.4,0.1,28991,6843,16.5,0.7,34687,2395,0.3,0.1,36829,9106,6.9,0.6,15862,1152,5.0,0.5,20091,2218,30.3,0.9,18126,840,43.1,1.0,48817,1538,31.1,(X),(X),(X),31.9,(X),(X),(X),25.1,(X),(X),(X)
1600000US0667000,0667000,"San Francisco city, California",353406,4278,119215,3727,80.3,1.0,126022,3750,31.4,1.2,29578,3522,23.4,0.9,16470,629,7.2,0.7,9301,398,2.4,0.5,5660,672,11.5,0.6,27457,2368,162498,5182,141220,5941,12.2,1.0,66701,10380,29.0,1.7,98162,8047,37.6,1.7,205996,10799,10.2,1.2,92853,9873,6.5,0.8,189409,25392,4.5,0.8,119948,13257,852469,*****,51727,1476,47.3,0.7,71197,2580,5.4,0.2,24682,3009,0.3,0.1,28861,7820,34.0,0.4,38799,1999,0.4,0.1,39307,25369,7.6,0.8,24248,2739,4.9,0.5,28407,3438,15.3,*****,29348,2082,40.8,0.2,76663,2963,30.3,(X),(X),(X),33.7,(X),(X),(X),26.8,(X),(X),(X)
1600000US0668000,0668000,"San Jose city, California",312227,4034,111952,2520,85.9,0.7,114656,2692,24.4,1.1,16132,1973,22.7,0.9,17990,568,5.9,0.5,9776,514,2.8,0.5,4215,535,13.3,0.7,27830,1865,228865,3425,119753,2807,8.5,0.7,50417,4952,32.3,1.5,90172,4064,31.0,1.4,166305,6451,11.4,1.0,90761,6701,10.5,0.9,163101,11278,6.3,0.9,116057,6588,1015796,70,35910,871,43.2,1.3,42015,1568,3.0,0.3,27443,3376,0.5,0.2,15061,4564,34.4,0.9,38045,1252,0.4,0.1,22520,4734,13.9,1.3,17664,1173,4.6,0.4,26596,4917,32.8,0.8,19725,960,26.7,0.8,54909,2251,31.2,(X),(X),(X),30.3,(X),(X),(X),24.7,(X),(X),(X)
1600000US0668084,0668084,"San Leandro city, California",33134,1549,77028,4732,83.1,3.2,76790,5415,19.2,3.0,14486,3881,25.3,3.9,17606,1852,6.4,2.7,10270,1395,1.8,1.0,3954,1317,19.2,3.1,23098,4737,21746,1009,86989,6320,9.4,2.9,49639,12649,36.1,5.9,64758,7840,26.7,4.9,113493,13687,11.6,2.9,80665,17728,11.1,4.1,120588,18072,5.1,2.9,116018,30055,89347,35,29812,1897,42.9,4.4,34526,2990,13.6,3.4,23851,4690,1.6,1.0,23369,8224,27.1,4.2,30283,3629,1.7,1.3,26903,14377,8.0,3.6,20400,5476,5.2,1.5,21521,4046,29.4,4.9,22726,2705,26.1,3.6,41642,4200,30.9,(X),(X),(X),31.9,(X),(X),(X),23.7,(X),(X),(X)
1600000US0668196,0668196,"San Marcos city, California",28337,1734,84065,8227,76.1,4.4,90077,8689,23.9,3.9,13598,7195,28.6,3.9,18672,2039,2.1,1.0,9474,3293,2.1,1.7,5360,1401,17.1,3.7,32116,16420,22219,1417,88250,8679,16.1,5.2,28456,10491,28.4,3.8,81093,9258,33.0,5.2,115608,22615,9.6,2.8,78692,11022,7.2,2.5,117151,25040,5.7,2.3,113667,29074,92910,67,26895,3181,60.4,5.8,32108,4880,2.6,1.1,23151,8116,0.3,0.3,N,N,10.7,2.9,36485,8313,1.4,1.2,12112,4455,15.2,4.2,12723,2066,9.5,3.5,9103,3600,36.1,5.3,14122,1905,44.6,5.5,37356,6417,24.0,(X),(X),(X),23.8,(X),(X),(X),18.7,(X),(X),(X)
1600000US0668252,0668252,"San Mateo city, California",39763,1870,130364,8124,81.8,2.9,126340,7559,36.3,3.8,34815,9248,27.6,3.5,19941,1918,3.5,1.3,10865,2236,2.1,1.4,2830,761,18.6,3.0,39375,10143,24972,1149,148488,10758,9.1,2.6,118334,31264,31.6,4.4,124007,23529,39.2,5.0,183167,16028,9.1,2.4,97278,20346,7.8,2.5,159706,29790,3.2,1.9,170615,28734,102885,43,52140,3706,65.8,3.5,52612,4710,1.7,0.7,34798,14456,0.2,0.3,N,N,21.3,3.1,58177,6466,0.7,0.5,30004,17439,5.6,2.3,41865,16267,4.7,1.3,33117,9611,24.5,4.4,25979,4867,48.6,3.2,63755,4981,22.9,(X),(X),(X),23.6,(X),(X),(X),20.0,(X),(X),(X)
1600000US0668378,0668378,"San Ramon city, California",24199,916,161125,13270,90.7,2.1,159870,13915,32.4,4.2,19640,6672,20.5,3.2,20093,2149,1.3,0.8,8177,1417,0.8,0.7,6866,5407,12.9,2.6,34995,9346,19970,794,175463,15691,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,75319,52,52282,3998,42.3,4.6,56982,6246,2.8,2.0,36206,12834,0.1,0.1,N,N,46.4,4.5,52639,5546,1.1,1.3,N,N,1.1,0.7,80950,66639,6.3,2.4,23606,9230,7.0,2.1,42002,11905,37.3,4.5,60100,7289,20.6,(X),(X),(X),21.2,(X),(X),(X),16.5,(X),(X),(X)
1600000US0669000,0669000,"Santa Ana city, California",78068,2241,64503,2775,89.6,1.3,63228,2880,10.4,1.2,12708,3662,21.9,2.0,14920,850,5.8,1.1,9677,1170,4.4,1.2,4512,1052,7.3,1.1,18554,3401,63834,1757,61805,2668,7.0,1.4,25261,5879,34.3,2.5,41562,3747,18.9,2.2,79072,8447,16.2,2.3,58260,4672,12.2,2.0,85290,5275,11.4,1.7,96322,7483,334924,46,16374,722,50.1,2.9,17380,909,0.8,0.4,26018,5583,0.7,0.4,12474,3892,10.5,1.3,22115,2530,0.4,0.4,N,N,36.0,2.7,12956,987,1.4,0.4,25693,14610,78.7,1.6,13254,736,8.8,0.9,36532,3377,38.2,(X),(X),(X),37.5,(X),(X),(X),27.3,(X),(X),(X)
1600000US0669070,0669070,"Santa Barbara city, California",35786,2175,94728,8290,77.9,3.1,82996,7022,32.4,3.8,47917,17353,28.4,3.3,17745,1573,6.1,2.4,8189,2312,0.9,0.8,5201,1987,18.4,2.7,41018,11672,18754,1156,116792,14099,13.1,3.6,118424,46879,26.8,4.4,113804,34661,35.2,5.4,134104,19167,13.0,4.1,91191,36317,5.7,2.8,107964,41855,6.1,2.9,89395,28809,91208,49,38701,4046,78.7,4.4,43456,4837,0.4,0.3,N,N,0.9,0.6,29141,11545,3.4,1.2,31735,16604,0.3,0.5,N,N,11.1,4.5,14565,5902,5.3,1.9,23298,13256,37.8,5.4,18621,2758,54.5,4.8,53949,6043,37.8,(X),(X),(X),41.0,(X),(X),(X),31.4,(X),(X),(X)
1600000US0669084,0669084,"Santa Clara city, California",44068,1949,114647,6950,86.6,2.3,120629,7889,22.2,2.8,12508,2919,20.1,2.9,19243,1624,3.7,1.2,8884,1205,1.2,0.5,4882,2177,10.9,1.9,21488,3651,28199,1603,132038,9542,9.8,2.7,47731,9615,34.8,4.2,112087,12001,32.0,4.0,189251,15697,14.8,3.8,100110,23409,5.1,1.7,160025,28521,3.6,1.5,137786,26855,122198,42,42924,3039,47.7,4.0,43735,4317,2.7,0.8,31646,9961,0.3,0.3,25303,13951,39.0,4.0,47516,4196,0.8,0.9,N,N,3.1,1.7,21130,10256,6.3,1.6,27330,12196,15.9,3.6,20461,3439,36.8,3.8,50462,4710,31.0,(X),(X),(X),27.9,(X),(X),(X),26.6,(X),(X),(X)
1600000US0669088,0669088,"Santa Clarita city, California",58505,1683,97003,4180,85.8,2.0,96308,4826,20.0,2.3,13285,3549,24.6,2.4,18681,1308,3.0,1.1,8420,2494,1.6,0.5,3925,1515,16.2,1.9,33995,4788,44509,1372,106017,4965,9.8,2.1,50480,7386,33.8,3.7,91553,9116,31.3,3.2,125654,8435,9.8,1.9,115466,17513,11.7,2.3,134941,11579,3.6,1.2,103069,20583,181559,46,32229,1547,71.5,2.8,34078,2008,3.9,1.4,34228,8334,0.5,0.3,44827,32739,10.6,1.7,32522,3148,0.1,0.1,N,N,6.6,1.8,20039,3382,6.8,1.3,22434,7447,31.7,3.5,21171,2651,49.2,3.3,40471,2435,28.4,(X),(X),(X),28.4,(X),(X),(X),22.5,(X),(X),(X)
1600000US0669196,0669196,"Santa Maria city, California",26846,1458,63864,4423,84.4,3.2,64113,4558,11.6,2.6,14568,5841,23.9,3.0,15113,1709,7.2,2.1,9012,1703,5.6,2.0,5472,1316,13.1,2.9,18961,4685,20555,1068,62979,5451,12.8,3.4,30364,7356,32.8,6.2,48922,9568,25.5,4.9,76723,8155,10.1,3.2,54308,7580,9.5,2.9,103185,16239,9.4,3.5,87955,16442,103414,28,17420,1194,79.6,4.0,17289,1445,2.9,1.6,17551,7588,0.6,0.5,12225,9718,3.7,1.5,25129,8008,0.2,0.3,N,N,9.2,3.0,15402,3484,3.7,1.5,17990,3374,74.5,3.5,13188,917,19.4,2.8,31282,3893,34.6,(X),(X),(X),29.3,(X),(X),(X),24.8,(X),(X),(X)
1600000US0670000,0670000,"Santa Monica city, California",46474,2081,123793,11055,81.5,2.8,122737,10554,37.1,3.6,41677,13632,21.1,3.0,19002,2230,4.5,1.6,8946,1697,1.6,1.0,5177,1938,8.7,1.9,25812,5091,18171,1251,169892,18653,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,92989,31,63333,5873,81.4,3.4,66258,6712,3.1,1.1,34516,8712,1.1,1.3,N,N,7.5,1.7,86018,19849,0.0,0.2,N,N,2.7,1.7,24779,13813,4.2,1.4,25897,9531,17.3,3.1,32756,8348,67.9,3.9,72135,7625,27.3,(X),(X),(X),28.0,(X),(X),(X),24.8,(X),(X),(X)
1600000US0670098,0670098,"Santa Rosa city, California",65282,2450,82209,5174,77.6,2.3,81683,6392,27.5,2.4,21004,3794,32.0,2.5,16814,854,5.0,1.5,8040,1005,2.1,1.0,4899,1859,18.0,2.3,31178,3981,39838,1735,95751,6924,12.1,2.0,60336,9519,33.3,3.8,77060,13776,34.5,4.1,128975,11090,11.6,2.5,82643,36268,5.1,1.6,112374,22138,3.4,1.6,87778,21579,174166,35,31661,2182,70.6,3.5,38053,3025,1.0,0.5,16913,8961,2.1,1.4,21225,7546,6.1,1.3,19551,4636,0.5,0.5,12675,6697,12.4,3.1,12947,2452,7.2,1.7,18063,4599,31.4,3.0,15173,1655,55.9,2.9,43268,3265,29.0,(X),(X),(X),29.4,(X),(X),(X),23.4,(X),(X),(X)
1600000US0672016,0672016,"Simi Valley city, California",42595,1638,104584,8919,84.2,2.3,105341,9914,22.2,3.0,21236,6649,29.5,3.3,18561,1365,3.4,1.2,9154,2464,2.2,1.1,7723,5505,16.3,2.6,22894,3262,31937,1224,115247,11431,8.2,1.9,62184,24459,29.7,3.8,105771,34898,35.0,3.2,139424,13479,13.9,2.8,79118,9073,9.2,2.7,148640,25640,4.0,1.9,131060,28552,126873,38,36162,3059,80.5,2.8,37284,3746,1.1,0.7,46508,22166,0.7,1.0,N,N,10.7,2.1,39999,6653,0.1,0.1,N,N,3.2,1.2,22221,6522,3.6,1.1,11524,4708,26.4,3.1,23360,2860,59.1,3.5,41899,5182,29.2,(X),(X),(X),29.3,(X),(X),(X),22.8,(X),(X),(X)
1600000US0673080,0673080,"South Gate city, California",23254,1017,52511,3007,86.5,2.9,51299,3112,7.4,2.0,16477,7220,24.3,3.7,13913,1615,9.0,2.3,8736,1454,6.9,2.2,3976,787,9.1,2.2,15603,3727,20235,849,53475,3373,9.7,2.7,25270,8755,34.4,4.6,38603,4274,14.2,2.9,64134,10846,20.1,3.5,53787,6170,13.9,2.9,92392,7939,7.8,2.7,64735,9998,96299,54,13842,777,57.8,5.0,13890,1006,1.1,0.8,14832,7911,0.2,0.3,N,N,0.6,0.6,23484,5127,0.1,0.2,N,N,37.5,5.1,14224,1442,2.7,1.4,3870,2559,N,N,N,N,N,N,N,N,32.7,(X),(X),(X),34.4,(X),(X),(X),22.5,(X),(X),(X)
1600000US0673262,0673262,"South San Francisco city, California",22319,1544,99722,7457,79.8,4.7,107532,7770,24.8,4.4,9019,3063,34.7,5.9,16393,2299,5.1,2.6,9240,3515,1.3,1.0,358,149,20.0,4.2,22869,6302,15656,1236,111278,8503,10.0,3.2,43557,11912,23.5,5.9,85285,15124,31.5,7.3,127239,13523,14.7,6.0,101176,15310,14.9,5.4,165165,26493,5.3,2.7,135914,38317,67011,26,35732,2292,38.9,6.2,34087,3936,3.2,1.5,23213,7189,0.3,0.3,N,N,40.8,6.0,39560,4033,2.2,1.5,25583,12018,10.3,3.6,33708,12792,4.3,1.7,31209,10692,32.9,5.1,27953,4857,18.7,4.1,43230,5593,34.8,(X),(X),(X),38.0,(X),(X),(X),26.8,(X),(X),(X)
1600000US0675000,0675000,"Stockton city, California",95166,2335,61338,3535,78.2,1.9,60769,4032,12.5,1.2,22004,8195,28.3,2.0,16153,799,12.4,1.6,9708,649,7.6,1.3,4365,644,15.1,1.7,24285,2986,66677,2263,66845,4624,14.6,2.1,28511,4740,44.0,2.6,47634,6538,22.0,2.3,108438,11499,8.5,1.7,63501,7420,7.7,1.4,129983,18029,3.2,1.0,76588,11363,302405,78,20435,1190,45.8,2.6,25126,1942,13.8,1.0,14166,1808,0.6,0.3,23698,6371,20.4,1.8,18297,2140,1.2,0.3,17149,3698,10.7,1.9,15245,1704,7.4,1.3,16745,7371,40.8,2.0,14464,1293,22.7,1.5,36466,3405,34.4,(X),(X),(X),35.5,(X),(X),(X),25.5,(X),(X),(X)
1600000US0677000,0677000,"Sunnyvale city, California",54473,1901,139463,8536,85.4,2.2,147470,9308,32.1,2.8,18055,4215,17.2,1.9,20578,1316,3.5,1.3,10600,3292,2.3,1.4,6693,1524,10.5,1.7,25772,4314,37225,1406,154133,10528,7.6,1.7,68105,18470,40.3,4.4,119689,14505,38.0,3.8,208992,16255,7.1,2.6,124182,38760,4.4,1.3,217953,50754,2.6,1.1,113129,29537,149984,37,52154,3527,50.1,3.1,51849,5317,1.6,1.1,29852,23950,0.2,0.2,N,N,42.0,3.3,56052,5108,0.2,0.3,N,N,2.4,0.9,45175,31014,3.5,0.9,27912,10321,18.3,3.1,28734,6296,35.0,3.0,62731,5924,23.3,(X),(X),(X),22.1,(X),(X),(X),19.0,(X),(X),(X)
1600000US0678120,0678120,"Temecula city, California",33643,1595,95974,6230,84.3,3.1,92109,6858,19.4,3.2,17152,5301,25.0,3.3,18297,1456,5.5,2.2,9097,1328,1.0,0.8,1517,520,20.3,3.4,33224,5570,27869,1298,101733,7037,13.0,2.9,52543,9568,31.2,4.2,89377,14168,32.0,3.4,122511,11591,9.5,2.4,86795,15592,10.7,2.9,140425,18255,3.6,1.7,126021,44609,109446,85,30724,2376,76.9,3.6,30519,2670,3.2,1.4,40369,9884,0.3,0.3,N,N,11.8,2.7,36536,8987,0.3,0.3,N,N,3.1,1.2,28070,8818,4.3,1.5,11549,6384,24.7,4.2,21044,2638,58.2,4.3,33623,3306,23.0,(X),(X),(X),24.9,(X),(X),(X),20.5,(X),(X),(X)
1600000US0678582,0678582,"Thousand Oaks city, California",45863,1594,126242,7377,81.1,2.2,123331,8145,34.6,3.3,28350,7856,31.4,2.9,21904,1392,2.8,1.3,7403,2099,1.5,0.9,8018,3505,19.3,2.8,37878,12514,33375,1469,144092,10112,11.3,2.2,82174,32063,37.0,3.7,132837,15671,30.0,3.4,186398,15915,9.9,2.7,104798,15039,10.0,2.3,174704,33498,1.8,0.9,106899,22548,129344,36,46185,3131,82.3,2.4,48325,3585,1.4,0.9,31404,22520,0.2,0.2,N,N,8.1,1.5,51352,10186,0.1,0.2,N,N,2.9,1.4,24601,7989,4.9,1.2,20857,6967,13.9,2.9,20891,3913,72.9,3.1,51797,3855,28.5,(X),(X),(X),28.3,(X),(X),(X),22.0,(X),(X),(X)
1600000US0680000,0680000,"Torrance city, California",53971,2205,99146,4930,78.5,2.7,102501,5683,29.7,2.5,17540,3746,30.8,2.8,18846,1224,4.6,1.3,9506,1859,1.0,0.6,9863,6922,18.5,2.5,33096,5162,37149,1375,118422,6415,12.4,2.3,65595,10768,32.4,3.9,94993,10453,32.9,4.1,162912,12377,12.2,3.0,89527,17735,6.2,1.5,153134,20076,3.8,1.6,140138,24026,148483,51,37499,2049,53.8,3.2,42284,2971,2.2,1.1,34267,6263,0.9,0.6,30366,19390,32.6,2.9,34986,3050,0.4,0.5,N,N,3.8,1.7,22495,7675,6.3,1.4,22341,6259,16.1,3.2,22131,3641,44.3,2.7,45897,3409,21.1,(X),(X),(X),22.3,(X),(X),(X),17.9,(X),(X),(X)
1600000US0680238,0680238,"Tracy city, California",23424,1318,86241,5551,86.9,3.2,86522,5544,14.5,3.8,17650,7883,19.9,3.9,17176,1871,4.3,1.7,10503,2269,3.1,1.6,3854,1031,12.0,2.8,29295,6007,18952,951,90261,6612,9.5,3.0,31021,9457,27.6,4.6,65617,9109,33.4,5.7,110095,9771,9.7,3.6,86954,13815,14.4,4.0,121534,17465,5.4,3.2,119681,34133,85835,41,24285,1600,60.9,5.5,26346,1900,3.6,1.7,26488,7568,0.3,0.3,N,N,15.8,4.1,23959,5088,0.2,0.3,N,N,10.9,3.7,15946,4350,8.4,2.7,20630,6305,40.6,5.8,18453,2195,34.3,5.3,31221,2666,26.4,(X),(X),(X),26.5,(X),(X),(X),18.1,(X),(X),(X)
1600000US0680812,0680812,"Turlock city, California",24667,1383,63351,6442,76.9,3.9,64543,6607,13.9,3.5,14271,7349,27.3,3.8,16250,1649,9.9,3.4,9863,1395,6.4,2.6,3568,1060,15.6,2.7,23985,6756,16626,997,71431,7382,12.9,3.7,39498,8569,35.6,6.2,59628,9130,30.5,6.3,82931,13415,8.9,3.3,63158,24102,9.1,3.7,115452,37618,2.9,1.9,125424,27079,71246,28,22434,2217,78.7,4.2,23300,2345,2.1,1.2,17806,9703,0.1,0.1,N,N,6.1,2.8,33989,16312,0.8,0.9,N,N,6.8,2.8,16445,4919,5.4,1.9,8786,5900,36.8,5.3,14175,2022,49.3,4.8,28654,2975,33.7,(X),(X),(X),34.5,(X),(X),(X),26.2,(X),(X),(X)
1600000US0680854,0680854,"Tustin city, California",26426,1559,91085,7173,86.2,2.8,91679,7794,17.8,3.3,20284,10001,22.6,4.1,16647,2137,3.1,1.1,10175,2639,3.1,1.5,3979,921,11.3,2.6,28654,7808,18320,1201,91600,7627,7.6,2.9,57024,18065,30.1,5.5,68687,13041,34.2,6.1,123885,18765,12.2,4.1,68331,14005,11.6,4.4,109105,25543,4.2,2.1,74757,26860,80617,40,31288,3256,43.7,5.4,35967,4743,2.8,1.6,21425,14912,0.9,0.7,23778,16729,19.6,4.0,43763,9022,0.8,0.9,N,N,26.9,6.8,13716,1966,5.3,2.3,43767,23706,46.3,6.0,15461,2273,26.6,3.9,49149,5714,29.7,(X),(X),(X),33.4,(X),(X),(X),22.2,(X),(X),(X)
1600000US0681204,0681204,"Union City city, California",20605,1157,100443,6883,85.1,2.7,101256,7174,17.4,3.1,14464,4804,31.6,3.8,18646,1824,5.6,2.1,9060,1323,3.5,2.3,4214,1598,18.4,3.6,22650,4289,16881,891,108706,7486,10.3,3.1,43309,10135,29.5,4.6,72918,8207,30.2,5.1,146604,15032,9.9,3.6,88544,20334,13.4,3.7,160261,18235,6.7,2.1,121858,24806,73608,57,29899,2201,18.2,2.8,34272,4359,5.7,2.3,29962,9597,0.1,0.1,N,N,55.0,4.8,32031,3043,0.9,0.6,23905,7555,13.4,4.6,22547,6297,6.7,2.0,16445,6281,21.7,4.6,21026,4123,12.3,2.0,41213,5192,18.4,(X),(X),(X),19.2,(X),(X),(X),13.5,(X),(X),(X)
1600000US0681344,0681344,"Upland city, California",28151,1501,73343,4344,74.9,4.2,78511,4968,19.0,2.6,16026,5594,26.7,3.8,18096,1453,5.4,1.8,9910,2842,4.1,2.7,3844,1820,16.3,2.7,27374,3916,18605,829,86472,5619,13.4,3.3,49168,9046,39.1,6.0,66837,8656,27.0,5.0,121254,16012,12.3,3.5,79942,18360,5.3,1.8,156185,34949,3.0,1.3,100439,35615,76039,34,28118,1847,60.5,5.1,33433,2759,7.2,2.7,30681,8164,0.4,0.4,N,N,7.2,1.8,20078,3657,0.0,0.2,N,N,20.9,5.1,17635,3623,3.9,2.2,12987,6101,39.8,4.9,18380,2237,43.1,4.1,38658,3557,38.2,(X),(X),(X),34.3,(X),(X),(X),28.3,(X),(X),(X)
1600000US0681554,0681554,"Vacaville city, California",32430,1344,83613,4272,78.1,2.8,84697,4965,17.9,2.6,12889,4155,29.1,3.7,17290,1615,6.2,2.0,10838,2944,2.2,1.3,4478,3468,26.6,3.7,26781,3603,23343,1072,95049,5169,13.0,2.9,52405,7457,33.1,5.1,81290,9648,30.7,4.6,116623,8752,9.9,3.3,73879,12909,9.7,2.7,151151,21222,3.6,2.2,99248,39861,95863,43,28745,1485,65.1,3.8,32097,1898,9.2,2.2,20167,4188,0.7,0.4,23933,9159,8.7,2.6,31605,6708,0.0,0.1,N,N,8.7,2.5,22420,7405,7.6,2.8,14992,4179,26.2,3.7,19625,3590,50.0,3.4,35990,2381,25.6,(X),(X),(X),23.8,(X),(X),(X),18.2,(X),(X),(X)
1600000US0681666,0681666,"Vallejo city, California",41802,1718,70586,4333,77.6,3.3,70003,4895,18.7,2.7,11052,3311,32.8,3.3,16135,1076,5.6,1.5,12759,1985,5.8,2.1,3837,1027,22.5,2.9,28977,3765,29120,1368,77355,5111,17.7,3.6,44336,9078,32.0,5.0,52254,5869,23.4,3.9,113068,10209,13.2,2.8,73825,8424,8.9,2.7,120576,15044,4.8,1.7,121049,24525,120210,71,25389,1494,42.0,3.5,28644,2367,21.9,2.9,20124,2980,0.5,0.4,37774,11389,25.8,2.6,27897,2438,0.2,0.2,42384,11649,3.5,1.3,19184,5999,6.1,1.8,13264,3916,23.5,3.4,16038,1673,24.5,2.7,37865,2844,29.5,(X),(X),(X),29.9,(X),(X),(X),23.9,(X),(X),(X)
1600000US0682590,0682590,"Victorville city, California",31716,2456,53883,5431,79.7,5.4,55047,5918,6.6,2.0,5062,1699,26.0,4.5,15387,1764,6.7,2.3,7778,1667,11.7,4.7,3603,834,13.1,3.0,20611,4628,25737,1843,52769,6561,17.6,6.0,24049,7307,46.2,7.9,47062,7916,14.9,4.5,77500,13196,13.0,5.1,55678,8988,6.9,4.2,99137,20294,1.4,1.3,82285,25715,121911,56,15018,1418,60.8,5.4,15728,1874,17.5,4.3,15466,4155,1.2,1.0,9510,5127,4.3,2.0,21444,8298,0.4,0.4,N,N,11.5,3.3,11151,2498,4.3,2.0,6063,3150,57.0,5.7,9947,1216,18.6,3.2,28829,4839,35.6,(X),(X),(X),37.5,(X),(X),(X),26.2,(X),(X),(X)
